Date,Open,High,Low,Close,Adj Close,Volume
2022-10-01,361.079987,389.519989,348.109985,386.209991,380.224396,2024732000
2022-11-01,390.140015,407.679993,368.790009,407.679993,401.361664,1745985300
2022-12-01,408.769989,410.489990,374.769989,382.429993,376.502960,1735973600
2023-01-01,384.369995,408.160004,377.829987,406.480011,402.017914,1575450100
2023-02-01,405.209991,418.309998,393.640015,396.260010,391.910065,1603094700
2023-03-01,395.410004,409.700012,380.649994,409.390015,404.895996,2515995800
2023-04-01,408.850006,415.940002,403.779999,415.929993,412.934113,1395683000
2023-05-01,415.470001,422.579987,403.739990,417.850006,414.840332,1780705600
2023-06-01,418.089996,444.299988,416.790009,443.279999,440.087158,1749755000
2023-07-01,442.920013,459.440002,437.059998,457.790009,456.180908,1374632400
2023-08-01,456.269989,457.250000,433.010010,450.350006,448.767059,1754764700
2023-09-01,453.170013,453.670013,439.940002,442.709991,441.153900,822183400
